PENDLIMARRI,14
PENDRA ROAD,100
PERNEM,230
PETRAPOLE,78
PHAPHUND,267
PHEPHNA JN.,126
PHULERA JN.,699
PHULWARTANR,288
PIDUGURALLA,59
PILIBHIT JN.,1103
POLLACHI,107
PONDICHERRY,13088
PONNERI,187
PORBANDAR,15017
PRATAP NAGAR,99
PRAYAG JN.,3209
PRINCEP GHAT,28
PUNALUR,1040
PUNDOOAH,120
PUNE JN.,56565
PURI,55347
PURNA  JN.,2900
PURNEA COURT,314
PURNEA JN.,300
PURULIA JN.,3684
PUSHKAR TERMINUS,31
QADIAN,58
QUILON,20004
R BLOCK HALT,6
RADHIKAPUR,1078
RAE BARELI JN.,775
RAGHUNATHPUR,85
RAGHURAJ SINGH,114
RAICHUR,660
RAIGARH,2302
RAIPUR JN.,3717
RAJAHMUNDRY,611
RAJENDRANAGAR TERMINAL,14042
RAJGIR,2138
RAJIM,54
RAJKOT,9804
RAJMAHAL,88
RAJPIPLA,62
RAJULA CITY,38
RAMANAGARAM,132
RAMESWARAM,14484
RAMNAGAR,3291
RAMPUR HAT,3341
RAMTEK,119
RANAGHAT JN.,2616
RANCHI,17490
RANGAPARA NORTH,182
RANGIYA JN.,2782
RANINAGAR JALPAIGURI,30
RANUJ,268
RATANAGARH JN,525
RATLAM JN,3142
RATNAGIRI,600
RAVIKAMPADU,121
RAVLI JN,360
RAXAUL JN.,13659
RAYA DRUG,474
RAYAGADA JN.,1186
RENIGUNTA JN.,1818
REPALLE,899
REWA,6497
REWARI JN.,4814
RISHIKESH,1217
ROHA,210
ROHTAK JN.,1210
ROURKELA,3043
ROZA JN,78
RUPSA JN.,110
SABALGARH,287
SADULPUR JN,928
SAGAULI JN.,87
SAHARANPUR JN.,3849
SAHARSA JN.,11897
SAHIBABAD,21
SAHIBGANJ,1206
SAI NAGAR SHIRDI,15314
SAINTHIA JN.,292
SALEM JN.,1422
SALEMPUR JN.,40
SALUR,80
SAMASTIPUR JN.,2497
SAMBAHAL HATIM SARAI,188
SAMBALPUR JN.,6385
SANAWAD,252
SANGLI,54
SANJAN,206
SANTRAGACHI JN.,26013
SARDARSAHAR,141
SASARAM,437
SATARA,325
SATNA,1022
SAWAI MADHOPUR JN,212
SAWANTWADI ROAD,1639
SEALDAH,42547
SECUNDERABAD JN.,47693
SENGOTTAI JN,2082
SEORAPHULI JN.,354
SHAHDOL,430
SHAHGANJ JN.,493
SHAHJAHANPUR JN,855
SHAKTINAGAR,902
SHAKUR BASTI,645
SHALIMAR,22008
SHAMLI,532
SHANTIPUR JN.,1660
SHEOPUR KALAN,289
SHIKOHABAD JN.,319
SHIMLA,475
SHIMOGA TOWN,1627
SHIVAJINAGAR,122
SHORANUR JN.,1046
SHRI GANGANAGAR,11883
SHRI MATA VAISHNO DEVI KATRA,35709
SHRIPAT SHRIKHANDA,46
SHRIRAMPUR,95
SIKAR JN.,1145
SILCHAR,13030
SILGHAT TOWN,755
SILIGURI JN.,3003
SIMALUGURI JN.,102
SINDRI TOWN,110
SINGHABAD,24
SINGRAULI,2134
SINGUR,66
SIRMUTTRA,140
SIRPUR TOWN,335
SIRPURKAGHAZ NAGAR,610
SIRSA,3170
SITAMARHI,3045
SITAPUR CANTT,506
SITAPUR CITY JN.,833
SIURI,450
SIWAN JN.,782
SOLAPUR,6494
SOMNATH,4475
SONAMUKHI PH,40
SONARDIH,4
SONARPUR JN.,370
SONIPAT,234
SONPUR JN.,310
SRI SATYA SAI PRASANTI NILAYAM,2292
ST. THOMAS MOUNT,17
SUBRAHMANYA ROAD,91
SULLURUPETTA,1656
SULTANGANJ,56
SULTANPUR JN.,4423
SURAT,12066
SURATGARH JN.,1356
SURENDRANAGAR,657
TALCHER,202
TALEGAON,133
TALGUPPA,1348
TAMBARAM,10255
TANDUR,227
TANTPUR,27
TARAKESHWAR,1418
TARIGHAT,54
TARN TARAN,196
TATANAGAR JN,17554
TELTA,61
TENALI JN.,536
TEZNARAYANPUR,132
THAKURNAGAR,65
THANE,2510
THANJAVUR JN.,819
THAWE JN.,462
THIRUVARUR JN.,76
TIKUNIA,78
TILAIYA,154
TILAK BRIDGE,666
TILRATH,112
TINPAHAR JN.,88
TINSUKIA JN.,652
TIRODI,262
TIRUCHENDUR,1597
TIRUCHIRAPPALLI JN.,6000
TIRUMALPUR,1236
TIRUNELVELI JN,11970
TIRUNINRAVUR,34
TIRUPATI,38119
TIRUTTANI,1065
TIRUVALLUR,2056
TITLA GARH JN.,1381
TITVALA,401
TORI,111
TRICHUR,369
TRIVANDRUM CENTRAL,56201
TUMKUR,207
TUMSAR RD,141
TUNDLA JN,908
TUNI,103
TUTICORIN,4398
UDAIPUR,84
UDAIPUR CITY,13816
UDHAGAMANDALAM,99
UDHAMPUR,4768
UDHNA JN.,4865
UJJAIN JN,1649
ULUBARIA,120
UMBERGAON ROAD,54
UMDANAGAR,119
UNA HIMACHAL,2238
UNCHAHAR JN.,74
URKURA,1301
VADODARA JN.,4376
VADTAL SWAMINARAYAN,26
VALSAD,8837
VANCHI MANIYACHCHI JN,62
VAPI,114
VARANASI CITY,2257
VARANASI JN.,31994
VASAI ROAD,294
VASCO-DA-GAMA,11088
VASHI,1128
VELACHEERY,2670
VELANKANNI,1320
VELLORE CANTT,280
VERAVAL,4554
VERAVAL MG,543
VERKA JN.,233
VIDYAVIHAR,280
VIJAPUR,81
VIJAYWADA JN.,12131
VIKRABAD JN.,432
VILLUPURAM JN.,5463
VIRAMGAM JN,919
VIRAR,1514
VIRUDUNAGAR JN,127
VISAKHAPATNAM,40693
VIZIANAGARAM JN.,322
VRIDHA CHALAM JN.,400
VRINDAVAN,90
WADI JN.,149
WADSA,135
WANKANER,238
WARANGAL,326
WARASEONI,58
WARDHA JN.,632
WHITE FIELD,31
YAMUNA BRIDGE,777
YESVANTPUR JN.,82067
