CHUNAR JN.,2
CHURCHGATE,7
CHURU,3
COIMBATORE  JN.,30
COONOOR,3
CST-MUMBAI,513
CUDDALORE PORT JN.,1
CUDDAPAH,4
CUTTACK JN.,8
DADAR,45
DAHANU ROAD,21
DAHEJ,1
DAHOD,7
DAKOR,2
DALIGANJ JN,1
DALLI-RAJHARA,3
DAMOH,2
DANAPUR,14
DANGARI,1
DANKAUR,2
DANKUNI JN.,21
DARBHANGA JN.,18
DARJEELING,12
DATTAPUKUR,11
DAUND JN.,7
DAURAM MADHEPURA,1
DEHRA DUN,19
DEHRI-ON-SON,7
DEKARGAON,6
DELHI JN.,88
DELHI-SAFDAR JANG,3
DELHI-SARAI ROHILLA,24
DELVADA,2
DEOGHAR,1
DERABABA NANAK,4
DEVANHALLI,1
DEVLALI,1
DHAMTARI,3
DHANAURI,2
DHANBAD JN.,18
DHARMABAD,1
DHARMANAGAR,3
DHARMAPURI,1
DHARMAVARAM JN.,1
DHARWAD,5
DHASA JN (MG),4
DHOLA JN,1
DHOLPUR (NG),2
DHONE JN,1
DHRANGADHRA,3
DHUBRI,2
DHULE,3
DHURI JN.,3
DIAMOND HARBOUR,27
DIBRUGARH,13
DIBRUGARH TOWN,6
DIGHA FS,11
DIGHA GHAT,2
DILDARNAGAR JN,4
DIMAPUR,3
DINDIGUL JN,3
DINHATA,1
DIVA JN,7
DOHRIGHAT,4
DOMBIVLI,33
DOMBIVLI CTL,1
DONGAR GARH,5
DORNAKAL JN.,3
DULLABCHERRA,2
DUM DUM JN.,4
DUMDUM CANTONMENT,1
DUMKA,5
DURAUNDHA JN,8
DURG,26
DURGAPUR,1
EDAMANN,3
ENNORE,1
ERNAKULAM. JN,40
ERODE JN.,13
ETAH,2
ETAWAH,6
FAIZABAD JN.,11
FALAKNUMA,48
FARRUKHABAD JN,9
FARUKHNAGAR,6
FATEHPUR,1
FATEHPUR-SHEKHAWATI,1
FATUHA,3
FAZILKA JN.,12
FIROZPUR CANTT JN.,28
FURKATING JN.,1
GADAG JN.,1
GADWAL,1
GAJRAULA JN.,3
GANDHIDHAM JN.,11
GANDHIGRAM,4
GANDHINAGAR CAPITAL,3
GARBETA,2
GARHI HARSARU JN.,2
GARWA ROAD JN.,1
GAYA JN.,30
GEDE,20
GEVRA-ROAD,6
GHAT KOPAR,2
GHATSILA,1
GHAZIABAD JN.,26
GHAZIPUR CITY,8
GIRDIH,5
GOBARDANGA,4
GODHRA JN.,4
GONDA JN.,8
GONDIA JN.,21
GORAKHPUR JN.,67
GRAM MASAGRAM,5
GUA,2
GUDIVADA JN.,10
GUDUM,1
GUDUR JN.,5
GULBARGA,6
GUMMIDIPUNDI,31
GUNA,2
GUNTAKAL JN.,8
GUNTUR JN.,22
GUNUPUR,4
GURAP,1
GURUVAYUR,7
GUWAHATI,35
GWALIOR (NG),3
GWALIOR JN,10
HABIBGANJ,6
HABRA,8
HAIBARGAON,1
HAJIPUR JN.,3
HALDIA,7
HALDIBARI,5
HANSDIHA,4
HANUMANGARH JN.,2
HAPA,5
HARI PAL,1
HARIDWAR JN,19
HARIHAR JN.,2
HASANABAD,22
HASSAN JN.,1
HATHRAS JN.,1
HATHRAS QILAH,2
HATIA,19
HAZARIBAGH ROAD,1
HAZRAT NIZAMUDDIN JN,66
HIJLI,2
HINDUPUR,2
HISAR JN,14
HOSHIARPUR,8
HOSPET JN.,1
HOSUR,2
HOWRAH JN.,338
HUBLI JN.,26
HUMNABAD,1
HYDERABAD DECCAN,59
IDGAH,4
IGATPURI,1
INDARA JN.,4
INDORE BG,41
ISLAMPUR,5
ITARSI,6
ITWARI JN.,12
JABALPUR,27
JAGADALPUR,3
JAGITYAL,2
JAIJON DOABA,3
JAIPUR JN.,37
JAISALMER,8
JAJPUR KEONJHAR ROAD,1
JAKHAL JN.,2
JAKLAIR,1
JALANDHAR CITY JN.,27
JALNA,4
JAMALPUR JN.,24
JAMMU TAWI,29
JAMNAGAR,4
JANGAON,1
JANGIPUR ROAD,1
JASIDIH JN.,22
JAUNPUR JN.,6
JAWALAMUKHI ROAD,1
JAYNAGAR,19
JETALSAR JN (MG),2
JHAJHA,6
JHALAWAR CITY,3
JHANSI JN,14
JHARGRAM,9
JHARSUGUDA JN.,5
JIND JN,15
JIRIBAM,1
JODHPUR JN.,30
JOGBANI,10
JOGINDER NAGAR,2
JOLARPETTAI JN,6
JORHAT TOWN,2
JUNAGADH JN,2
JUNAGARH ROAD,3
KABAKA PUTTUR,2
KACHEGUDA,30
KADAMBATTUR,4
KAKINADA PORT,10
KAKINADA TOWN,9
KALIANPUR,2
KALKA,15
KALYAN JN,285
KALYANI SIMANTA,17
KAMAKHYA JN,18
KANALUS,1
KANCHIPURAM,2
KANKURGACHHI ROAD JN.,2
KANNIYAKUMARI,12
KANNUR,11
KANPUR ANWARGANJ,3
KANPUR CENTRAL JN.,42
KAPTANGANJ JN.,2
KARAIKAL,10
KARAIKKUDI,4
KARIM NAGAR,5
KARJAT,39
KARMALI,5
KARUR JN.,4
KASARA,18
KASARAGOD,1
KASGANJ JN.,16
KASHIPUR JN,5
KATANGI,5
KATHANA,2
KATHGODAM,10
KATIHAR JN.,33
KATNI,5
KATNI MURWARA,2
KATPADI JN,7
KATWA JN.,30
KAWAR,2
KAWR,4
KAYANKULAM JN,4
KAZIPET JN.,9
KENDRI,4
KENDUJHAR,1
KHAGARIA JN.,2
KHAJAURAHO,7
KHAMBHAT,8
KHANDWA JN. (CR),2
KHANODIH,1
KHARAGPUR,32
KHEM KARAN,4
KHIJADIYA JN,1
KHURDA ROAD JN.,5
KHURJA JN,5
KIRANDUL,2
KISHANGANJ,2
KIUL JN.,12
KOCHUVELI,15
KODERMA,5
KODINAR,1
KOLAGHAT,1
KOLAR,5
KOLKATA,37
KONCH,5
KORAPUT JN.,4
KORBA,4
KOSI KALAN,4
KOT KAPURA JN,2
KOTA,19
KOTDWARA,6
KOTIPALLI,1
KOTTAYAM,4
KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),64
KRISHNA NAGAR CITY JN.,26
KRISHNA RAJA PURAM,2
KULEM,3
KUMBAKONAM,1
KUPPAM,3
KURDUVADI JN.,1
KURLA,28
KURNOOL TOWN,5
KURSEONG,2
KURUKSHETRA JN.,13
KUSUNDA,1
KWAKDWIP,1
LAKSHMIKANTAPUR,38
LALGARH JN.,2
LALGOLA,16
LALGUDI,1
LALKUA JN.,11
LANJI GARH ROAD,1
LEDO,4
LINGAMPALLI,54
LOHARDAGA  BS,3
LOHIAN KHAS JN.,4
LOKMANYA TILAK TERMINUS,70
LONAVLA,18
LONDA JN.,1
LUCKNOW JN.,68
LUDHIANA JN.,20
LUMDING JN.,3
MACHERLA,3
MACHILIPATNAM,12
MADANMAHAL,1
MADAR JN,2
MADGOAN JN.,16
MADHUPUR JN.,5
MADHYAM GRAM,2
MADURAI JN,21
MAGRAHAT,1
MAHARAJGANJ,5
MAHBUBABAD,2
MAHBUBNAGAR,4
MAHESANA JN,8
MAHOBA,3
MAHUVA,6
MAILANI JN.,12
MAIRABARI,1
MAISHASHAN,2
MAJERHAT,13
MAJHOLA PAKARIYA,3
MAKRANA JN.,2
MAKSI JN,1
MALDA COURT,4
MALDA TOWN,18
MALIYA MIYANA JN.,1
MANAMADURAI,1
MANANWALA,1
MANDSOR,1
MANDUADIH,12
MANENDRAGARH,1
MANGALORE CENTRAL,27
MANGALORE JN,4
MANIKPUR JN.,4
MANKAPUR JN.,4
MANKHURD,2
MANMAD JN.,9
MANNARGUDI,6
MANOHARABAD,4
MANUGURU,3
MARIANI JN.,2
MARIKUPPAM,11
MARKAPUR ROAD,1
MARWAR JN.,3
MASAGRAM,4
MATHURA JN.,18
MAU JN.,4
MAVLI JN.,2
MAYILADUTURAI JN.,15
MECHEDA,10
MEDCHAL,7
MEERUT CANT,1
MEERUT CITY JN.,7
MELMARUVATHUR,2
MEMARI,5
MENDIPATHAR,1
MERTA CITY,9
MERTA ROAD JN.,13
METTUPALAIYAM JN.,6
METTUR DAM,2
MHOW,16
MIDNAPORE,20
MIRAJ JN.,12
MIRYALAGUDA,3
MIRZAPALI,2
MODASA,2
MOGA,1
MOKAMA JN.,8
MOOR MARKET,135
MORADABAD JN.,24
MORVI,6
MUGHAL SARAI JN.,13
MUMBAI CENTRAL,24
MUMBAI VADALA ROAD,19
MUNABAO,2
MURI,1
MURKEONG SELEK,5
MUZAFFARPUR JN.,28
MYSORE JN.,36
NABADWIP DHAM,1
NADIAD JN.,2
NADIKUDE JN.,1
NAGAPPATTINAM,2
NAGARSOL,6
NAGBHIR JN.,4
NAGDA JN,7
NAGERCOIL JN.,17
NAGORE,3
NAGPUR JN.(CR),22
NAHARLAGUN,3
NAIHATI JN.,47
NAINPUR JN.,3
NAJIBABAD JN.,8
NAKAHA JUNGLE,2
NAKODAR JN.,4
NALHATI JN.,1
NAMKHANA,14
NANDED,21
NANDYAL,3
NANGAL DAM,7
NANJANGUD TOWN,1
NARASAPUR,13
NARKATIAGANJ JN.,12
NARKHER,3
NARWANA JN.,1
NATHDWARA,1
NAUTANWA,8
NAYAGARHTOWN,2
NELLORE,4
NEPALGANJ ROAD,3
NERUL,28
NEW ALIPUR (CALCUTTA),1
NEW ALIPURDUAR,2
NEW AMRAVATI,1
NEW BHUJ,9
NEW BONGAIGAON  JN.,6
NEW COOCH BEHAR,2
NEW DELHI,106
NEW JALPAIGURI JN,17
NEW TINSUKIA JN,2
NIDADAVOLU JN.,4
NILAMBUR ROAD,7
NIMACH,2
NIMTITA,2
NIZAMABAD,10
NORTH LAKHIMPUR,1
NSC BOSE J GOMO,7
OKHA,16
OLD MALDA,1
ONGOLE,4
PALAKKAD JN,5
PALANI,3
PALANPUR JN,3
PALASA,6
PALASDARI,17
PALGHAT TOWN,3
PALITANA,5
PALLAVARAM,1
PALWAL,16
PANDHARPUR,5
PANIPAT JN.,12
PANKI,1
PANSKURA,13
PANVEL,141
PARADEEP,6
PARBHANI JN.,1
PARLI VAIJNATH,4
PARTAPGARH JN.,8
PARVATSAR CITY,1
PATAN,7
PATHANKOT JN.,21
PATIALA,1
PATLIPUTRA,9
PATNA GHAT,2
PATNA JN.,67
PATTABIRAM E DEPOT,21
PATTABIRAM EAST CABIN,1
PEDDAPALLI,2
PENDLIMARRI,1
PENDRA ROAD,1
PERNEM,2
PETRAPOLE,1
PHAPHUND,3
PHEPHNA JN.,1
PHULERA JN.,4
PHULWARTANR,2
PIDUGURALLA,1
PILIBHIT JN.,18
POLLACHI,2
PONDICHERRY,16
PONNERI,4
PORBANDAR,13
PRATAP NAGAR,1
PRAYAG JN.,11
PRINCEP GHAT,1
PUNALUR,5
PUNDOOAH,2
PUNE JN.,81
PURI,49
PURNA  JN.,6
PURNEA COURT,1
PURNEA JN.,3
PURULIA JN.,9
PUSHKAR TERMINUS,1
QADIAN,1
QUILON,29
R BLOCK HALT,1
RADHIKAPUR,6
RAE BARELI JN.,8
RAGHUNATHPUR,1
RAGHURAJ SINGH,2
RAICHUR,3
RAIGARH,4
RAIPUR JN.,19
RAJAHMUNDRY,6
RAJENDRANAGAR TERMINAL,14
RAJGIR,7
RAJIM,3
RAJKOT,11
RAJMAHAL,8
RAJPIPLA,1
RAJULA CITY,1
RAMANAGARAM,3
RAMESWARAM,13
RAMNAGAR,12
RAMPUR HAT,23
RAMTEK,3
RANAGHAT JN.,49
RANCHI,26
RANGAPARA NORTH,3
RANGIYA JN.,9
RANINAGAR JALPAIGURI,1
RANUJ,2
RATANAGARH JN,6
RATLAM JN,14
RATNAGIRI,2
RAVIKAMPADU,1
RAVLI JN,99
RAXAUL JN.,19
RAYA DRUG,1
RAYAGADA JN.,4
RENIGUNTA JN.,3
REPALLE,7
REWA,10
REWARI JN.,25
RISHIKESH,6
ROHA,2
ROHTAK JN.,15
ROURKELA,9
ROZA JN,1
RUPSA JN.,2
SABALGARH,3
SADULPUR JN,4
SAGAULI JN.,2
SAHARANPUR JN.,18
SAHARSA JN.,23
SAHIBABAD,1
SAHIBGANJ,9
SAI NAGAR SHIRDI,15
SAINTHIA JN.,4
SALEM JN.,9
SALEMPUR JN.,2
SALUR,5
SAMASTIPUR JN.,20
SAMBAHAL HATIM SARAI,4
SAMBALPUR JN.,11
SANAWAD,4
SANGLI,1
SANJAN,2
SANTRAGACHI JN.,25
SARDARSAHAR,3
SASARAM,4
SATARA,2
SATNA,4
SAWAI MADHOPUR JN,1
SAWANTWADI ROAD,5
SEALDAH,372
SECUNDERABAD JN.,66
SENGOTTAI JN,8
SEORAPHULI JN.,15
SHAHDOL,2
SHAHGANJ JN.,3
SHAHJAHANPUR JN,9
SHAKTINAGAR,3
SHAKUR BASTI,13
SHALIMAR,19
SHAMLI,6
SHANTIPUR JN.,21
SHEOPUR KALAN,2
SHIKOHABAD JN.,2
SHIMLA,5
SHIMOGA TOWN,8
SHIVAJINAGAR,2
SHORANUR JN.,10
SHRI GANGANAGAR,21
SHRI MATA VAISHNO DEVI KATRA,21
SHRIPAT SHRIKHANDA,1
SHRIRAMPUR,5
SIKAR JN.,6
SILCHAR,13
SILGHAT TOWN,2
SILIGURI JN.,14
SIMALUGURI JN.,1
SINDRI TOWN,3
SINGHABAD,1
SINGRAULI,5
SINGUR,2
SIRMUTTRA,2
SIRPUR TOWN,2
SIRPURKAGHAZ NAGAR,2
SIRSA,3
SITAMARHI,5
SITAPUR CANTT,5
SITAPUR CITY JN.,4
SIURI,2
SIWAN JN.,10
SOLAPUR,18
SOMNATH,7
SONAMUKHI PH,1
SONARDIH,1
SONARPUR JN.,18
SONIPAT,3
SONPUR JN.,4
SRI SATYA SAI PRASANTI NILAYAM,2
ST. THOMAS MOUNT,1
SUBRAHMANYA ROAD,1
SULLURUPETTA,20
SULTANGANJ,2
SULTANPUR JN.,8
SURAT,21
SURATGARH JN.,9
SURENDRANAGAR,6
TALCHER,1
TALEGAON,4
TALGUPPA,4
TAMBARAM,140
TANDUR,2
TANTPUR,1
TARAKESHWAR,28
TARIGHAT,3
TARN TARAN,4
TATANAGAR JN,30
TELTA,1
TENALI JN.,11
TEZNARAYANPUR,4
THAKURNAGAR,1
THANE,186
THANJAVUR JN.,9
THAWE JN.,7
THIRUVARUR JN.,2
TIKUNIA,1
TILAIYA,1
TILAK BRIDGE,4
TILRATH,2
TINPAHAR JN.,8
TINSUKIA JN.,5
TIRODI,4
TIRUCHENDUR,7
TIRUCHIRAPPALLI JN.,30
TIRUMALPUR,12
TIRUNELVELI JN,19
TIRUNINRAVUR,1
TIRUPATI,54
TIRUTTANI,15
TIRUVALLUR,45
TITLA GARH JN.,3
TITVALA,39
TORI,1
TRICHUR,4
TRIVANDRUM CENTRAL,35
TUMKUR,3
TUMSAR RD,3
TUNDLA JN,8
TUNI,1
TUTICORIN,7
UDAIPUR,2
UDAIPUR CITY,16
UDHAGAMANDALAM,4
UDHAMPUR,7
UDHNA JN.,3
UJJAIN JN,6
ULUBARIA,4
UMBERGAON ROAD,1
UMDANAGAR,7
UNA HIMACHAL,2
UNCHAHAR JN.,2
URKURA,1
VADODARA JN.,21
VADTAL SWAMINARAYAN,2
VALSAD,12
VANCHI MANIYACHCHI JN,2
VAPI,1
VARANASI CITY,11
VARANASI JN.,40
VASAI ROAD,6
VASCO-DA-GAMA,11
VASHI,92
VELACHEERY,115
VELANKANNI,4
VELLORE CANTT,3
VERAVAL,4
VERAVAL MG,4
VERKA JN.,4
VIDYAVIHAR,8
VIJAPUR,5
VIJAYWADA JN.,42
VIKRABAD JN.,2
VILLUPURAM JN.,14
VIRAMGAM JN,4
VIRAR,17
VIRUDUNAGAR JN,1
VISAKHAPATNAM,48
VIZIANAGARAM JN.,4
VRIDHA CHALAM JN.,3
VRINDAVAN,5
WADI JN.,1
WADSA,1
WANKANER,6
WARANGAL,2
WARASEONI,1
WARDHA JN.,4
WHITE FIELD,2
YAMUNA BRIDGE,2
YESVANTPUR JN.,60
